date,p (mbar),Tpot (K),Tdew (degC),rh (%),VPmax (mbar),VPact (mbar),VPdef (mbar),sh (g/kg),H2OC (mmol/mol),rho (g/m**3)
2020-11-04 06:30:00,1001.49,280.48,4.16,79.53,10.34,8.23,2.12,5.13,8.21,1239.45
2020-11-04 06:40:00,1001.66,280.37,4.25,80.6,10.27,8.28,1.99,5.16,8.27,1240.1
2020-11-04 06:50:00,1001.84,280.45,4.14,79.47,10.34,8.21,2.12,5.12,8.2,1239.95
2020-11-04 07:00:00,1001.91,280.49,4.07,78.83,10.37,8.17,2.2,5.09,8.16,1239.84
2020-11-04 07:10:00,1002.12,280.48,4.05,78.68,10.38,8.17,2.21,5.08,8.15,1240.07
2020-11-04 07:20:00,1002.25,280.36,4.02,79.11,10.3,8.15,2.15,5.07,8.13,1240.72
2020-11-04 07:30:00,1002.32,280.21,4.04,80.0,10.2,8.16,2.04,5.08,8.14,1241.45
2020-11-04 07:40:00,1002.5,280.14,4.09,80.6,10.16,8.19,1.97,5.09,8.17,1241.91
2020-11-04 07:50:00,1002.72,280.15,4.08,80.4,10.18,8.18,1.99,5.09,8.16,1242.05
2020-11-04 08:00:00,1002.86,280.02,3.98,80.5,10.1,8.13,1.97,5.06,8.11,1242.76
2020-11-04 08:10:00,1002.97,279.97,3.92,80.4,10.07,8.09,1.97,5.03,8.07,1243.11
2020-11-04 08:20:00,1003.03,279.97,3.9,80.2,10.07,8.08,1.99,5.02,8.05,1243.16
2020-11-04 08:30:00,1003.0,280.04,3.86,79.65,10.12,8.06,2.06,5.01,8.03,1242.86
2020-11-04 08:40:00,1003.04,280.12,3.89,79.36,10.18,8.08,2.1,5.02,8.05,1242.51
2020-11-04 08:50:00,1003.15,280.45,4.0,78.09,10.42,8.13,2.28,5.06,8.11,1241.11
2020-11-04 09:00:00,1003.35,280.66,4.12,77.6,10.58,8.21,2.37,5.1,8.18,1240.34
2020-11-04 09:10:00,1003.46,280.91,4.14,76.33,10.77,8.22,2.55,5.11,8.19,1239.31
2020-11-04 09:20:00,1003.59,280.95,3.87,74.62,10.8,8.06,2.74,5.01,8.03,1239.33
2020-11-04 09:30:00,1003.62,281.24,3.88,73.22,11.02,8.07,2.95,5.02,8.04,1238.09
2020-11-04 09:40:00,1003.81,281.53,3.81,71.35,11.25,8.03,3.22,4.99,8.0,1236.98
2020-11-04 09:50:00,1003.9,281.76,3.74,69.9,11.43,7.99,3.44,4.97,7.96,1236.1
2020-11-04 10:00:00,1003.94,281.69,3.69,69.94,11.38,7.96,3.42,4.95,7.93,1236.43
2020-11-04 10:10:00,1004.01,282.03,3.77,68.73,11.65,8.01,3.64,4.98,7.97,1235.01
2020-11-04 10:20:00,1004.16,281.95,3.64,68.41,11.59,7.93,3.66,4.93,7.9,1235.53
2020-11-04 10:30:00,1004.23,281.84,3.55,68.43,11.52,7.88,3.64,4.9,7.85,1236.08
2020-11-04 10:40:00,1004.22,282.11,3.46,66.8,11.73,7.83,3.89,4.87,7.8,1234.9
2020-11-04 10:50:00,1004.33,282.4,3.44,65.36,11.97,7.82,4.15,4.86,7.79,1233.74
2020-11-04 11:00:00,1004.4,282.24,3.44,66.07,11.84,7.82,4.02,4.86,7.79,1234.52
2020-11-04 11:10:00,1004.34,281.86,3.28,67.01,11.54,7.73,3.81,4.8,7.7,1236.15
2020-11-04 11:20:00,1004.42,281.97,3.21,66.12,11.63,7.69,3.94,4.78,7.66,1235.74
2020-11-04 11:30:00,1004.45,281.78,3.26,67.24,11.49,7.72,3.76,4.8,7.69,1236.6
2020-11-04 11:40:00,1004.44,281.66,3.38,68.34,11.39,7.79,3.61,4.84,7.75,1237.08
2020-11-04 11:50:00,1004.44,282.02,3.54,67.5,11.67,7.88,3.79,4.89,7.84,1235.46
2020-11-04 12:00:00,1004.47,282.1,3.48,66.85,11.74,7.85,3.89,4.87,7.81,1235.16
2020-11-04 12:10:00,1004.49,281.83,3.63,68.8,11.52,7.93,3.6,4.92,7.89,1236.33
2020-11-04 12:20:00,1004.54,281.77,3.75,69.59,11.49,7.99,3.49,4.96,7.96,1236.59
2020-11-04 12:30:00,1004.59,281.77,3.82,69.94,11.49,8.03,3.45,4.99,8.0,1236.63
2020-11-04 12:40:00,1004.66,281.97,3.9,69.37,11.65,8.08,3.57,5.02,8.04,1235.77
2020-11-04 12:50:00,1004.71,281.75,3.64,69.13,11.48,7.93,3.54,4.93,7.9,1236.86
2020-11-04 13:00:00,1004.64,281.52,3.76,70.85,11.29,8.0,3.29,4.97,7.96,1237.8
2020-11-04 13:10:00,1004.58,281.61,3.78,70.52,11.36,8.01,3.35,4.98,7.98,1237.32
2020-11-04 13:20:00,1004.61,281.78,3.83,69.96,11.49,8.04,3.45,4.99,8.0,1236.6
2020-11-04 13:30:00,1004.64,281.98,3.94,69.57,11.65,8.1,3.54,5.03,8.07,1235.74
2020-11-04 13:40:00,1004.65,281.94,3.91,69.62,11.62,8.09,3.53,5.02,8.05,1235.93
2020-11-04 13:50:00,1004.65,282.1,4.0,69.3,11.74,8.14,3.61,5.05,8.1,1235.2
2020-11-04 14:00:00,1004.65,282.3,4.08,68.75,11.9,8.18,3.72,5.08,8.15,1234.31
2020-11-04 14:10:00,1004.66,282.4,3.82,66.99,11.99,8.03,3.96,4.99,8.0,1233.91
2020-11-04 14:20:00,1004.75,282.89,3.92,65.3,12.39,8.09,4.3,5.03,8.05,1231.86
2020-11-04 14:30:00,1004.83,282.98,3.84,64.49,12.48,8.05,4.43,5.0,8.01,1231.54
2020-11-04 14:40:00,1004.94,283.11,3.92,64.26,12.59,8.09,4.5,5.02,8.05,1231.05
2020-11-04 14:50:00,1005.08,282.96,3.54,63.13,12.48,7.88,4.6,4.89,7.84,1231.93
2020-11-04 15:00:00,1005.09,283.03,3.47,62.54,12.54,7.84,4.7,4.87,7.8,1231.66
2020-11-04 15:10:00,1005.14,282.77,3.64,64.4,12.32,7.93,4.39,4.92,7.89,1232.81
2020-11-04 15:20:00,1005.18,282.81,3.82,64.99,12.36,8.03,4.33,4.99,7.99,1232.59
2020-11-04 15:30:00,1005.2,281.99,3.76,68.41,11.7,8.0,3.69,4.97,7.96,1236.22
2020-11-04 15:40:00,1005.16,281.77,3.69,69.12,11.52,7.96,3.56,4.94,7.92,1237.18
2020-11-04 15:50:00,1005.19,281.77,3.68,69.05,11.52,7.96,3.57,4.94,7.92,1237.18
2020-11-04 16:00:00,1005.19,281.66,3.68,69.54,11.44,7.95,3.48,4.94,7.91,1237.67
2020-11-04 16:10:00,1005.33,281.44,3.55,69.89,11.28,7.88,3.4,4.89,7.84,1238.8
2020-11-04 16:20:00,1005.51,281.27,3.48,70.32,11.16,7.84,3.31,4.87,7.8,1239.73
2020-11-04 16:30:00,1005.55,281.05,3.43,71.06,11.0,7.81,3.18,4.85,7.77,1240.73
2020-11-04 16:40:00,1005.58,280.86,3.5,72.36,10.86,7.86,3.0,4.87,7.81,1241.59
2020-11-04 16:50:00,1005.71,280.76,3.58,73.23,10.79,7.9,2.89,4.9,7.86,1242.12
2020-11-04 17:00:00,1005.79,280.83,3.64,73.16,10.84,7.93,2.91,4.92,7.89,1241.9
2020-11-04 17:10:00,1005.83,280.78,3.59,73.09,10.81,7.9,2.91,4.9,7.86,1242.14
2020-11-04 17:20:00,1005.91,280.62,3.5,73.43,10.7,7.86,2.84,4.87,7.81,1242.93
2020-11-04 17:30:00,1006.01,280.44,3.48,74.15,10.57,7.84,2.73,4.86,7.79,1243.82
2020-11-04 17:40:00,1006.2,280.53,3.59,74.23,10.65,7.9,2.74,4.9,7.85,1243.59
2020-11-04 17:50:00,1006.36,279.58,3.64,79.47,9.98,7.93,2.05,4.92,7.88,1247.95
2020-11-04 18:00:00,1006.44,278.71,3.4,82.9,9.41,7.8,1.61,4.83,7.75,1251.96
2020-11-04 18:10:00,1006.59,279.03,3.42,81.2,9.62,7.81,1.81,4.84,7.76,1250.68
2020-11-04 18:20:00,1006.67,279.05,3.54,81.7,9.64,7.88,1.76,4.88,7.82,1250.63
2020-11-04 18:30:00,1006.85,278.89,3.5,82.3,9.55,7.86,1.69,4.87,7.8,1251.49
2020-11-04 18:40:00,1007.04,278.68,3.46,83.2,9.42,7.83,1.58,4.85,7.78,1252.63
2020-11-04 18:50:00,1007.16,278.22,3.44,85.7,9.13,7.82,1.31,4.84,7.77,1254.81
2020-11-04 19:00:00,1007.35,278.04,3.35,86.1,9.02,7.77,1.25,4.81,7.71,1255.79
2020-11-04 19:10:00,1007.54,277.9,3.25,86.3,8.94,7.72,1.23,4.78,7.66,1256.66
2020-11-04 19:20:00,1007.74,277.78,3.28,87.1,8.88,7.73,1.15,4.79,7.68,1257.34
2020-11-04 19:30:00,1007.85,277.72,3.23,87.1,8.85,7.7,1.14,4.77,7.64,1257.74
2020-11-04 19:40:00,1007.9,277.7,3.31,87.7,8.83,7.75,1.09,4.8,7.69,1257.87
2020-11-04 19:50:00,1007.97,277.45,3.16,88.3,8.69,7.67,1.02,4.75,7.61,1259.1
2020-11-04 20:00:00,1008.01,277.22,3.13,89.5,8.55,7.65,0.9,4.74,7.59,1260.17
2020-11-04 20:10:00,1008.14,277.23,3.11,89.2,8.56,7.64,0.92,4.73,7.58,1260.24
2020-11-04 20:20:00,1008.26,276.96,3.02,90.3,8.41,7.59,0.82,4.7,7.53,1261.62
2020-11-04 20:30:00,1008.34,276.79,2.98,91.1,8.31,7.57,0.74,4.68,7.51,1262.47
2020-11-04 20:40:00,1008.42,276.66,2.97,91.8,8.24,7.56,0.68,4.68,7.5,1263.13
2020-11-04 20:50:00,1008.54,276.54,2.93,92.3,8.17,7.54,0.63,4.67,7.48,1263.81
2020-11-04 21:00:00,1008.63,276.25,2.89,93.9,8.01,7.52,0.49,4.65,7.46,1265.21
2020-11-04 21:10:00,1008.85,276.08,2.82,94.4,7.93,7.48,0.44,4.63,7.42,1266.2
2020-11-04 21:20:00,1008.94,275.8,2.56,94.5,7.78,7.35,0.43,4.54,7.28,1267.63
2020-11-04 21:30:00,1009.05,275.63,2.61,95.9,7.69,7.37,0.32,4.56,7.31,1268.5
2020-11-04 21:40:00,1009.09,275.6,2.66,96.5,7.67,7.4,0.27,4.57,7.33,1268.67
2020-11-04 21:50:00,1009.14,275.58,2.85,97.9,7.66,7.5,0.16,4.64,7.43,1268.76
2020-11-04 22:00:00,1009.22,275.61,2.84,97.6,7.68,7.5,0.18,4.63,7.43,1268.7
2020-11-04 22:10:00,1009.23,275.42,2.53,96.7,7.58,7.33,0.25,4.53,7.26,1269.65
2020-11-04 22:20:00,1009.28,274.92,2.25,98.3,7.31,7.19,0.12,4.44,7.12,1272.1
2020-11-04 22:30:00,1009.38,274.84,2.32,99.3,7.27,7.22,0.05,4.46,7.16,1272.55
2020-11-04 22:40:00,1009.39,274.69,2.22,99.6,7.2,7.17,0.03,4.43,7.1,1273.25
2020-11-04 22:50:00,1009.35,274.58,2.14,99.8,7.14,7.13,0.01,4.4,7.06,1273.75
2020-11-04 23:00:00,1009.36,274.5,2.07,99.9,7.1,7.1,0.01,4.38,7.03,1274.13
2020-11-04 23:10:00,1009.39,274.45,1.99,99.7,7.08,7.05,0.02,4.36,6.99,1274.43
2020-11-04 23:20:00,1009.54,274.39,1.79,98.6,7.05,6.96,0.1,4.3,6.89,1274.87
2020-11-04 23:30:00,1009.59,274.02,1.61,99.9,6.87,6.86,0.01,4.24,6.8,1276.69
2020-11-04 23:40:00,1009.68,273.91,1.52,100.0,6.82,6.82,0.0,4.21,6.75,1277.31
2020-11-04 23:50:00,1009.73,274.07,1.68,100.0,6.9,6.9,0.0,4.26,6.83,1276.6
2020-11-05 00:00:00,1009.75,274.03,1.64,100.0,6.88,6.88,0.0,4.25,6.81,1276.8
2020-11-05 00:10:00,1009.79,273.86,1.47,100.0,6.8,6.8,0.0,4.2,6.73,1277.66
2020-11-05 00:20:00,1009.81,273.71,1.32,100.0,6.72,6.72,0.0,4.15,6.66,1278.42
2020-11-05 00:30:00,1009.78,273.61,1.22,100.0,6.67,6.67,0.0,4.12,6.61,1278.88
2020-11-05 00:40:00,1009.83,273.74,1.36,100.0,6.74,6.74,0.0,4.16,6.67,1278.29
2020-11-05 00:50:00,1009.8,273.9,1.51,100.0,6.82,6.82,0.0,4.21,6.75,1277.48
2020-11-05 01:00:00,1009.8,273.92,1.54,100.0,6.83,6.83,0.0,4.22,6.76,1277.37
2020-11-05 01:10:00,1009.84,273.76,1.38,100.0,6.75,6.75,0.0,4.17,6.68,1278.18
2020-11-05 01:20:00,1009.82,273.66,1.27,100.0,6.7,6.7,0.0,4.14,6.63,1278.69
2020-11-05 01:30:00,1009.87,273.39,1.01,100.0,6.57,6.57,0.0,4.06,6.51,1280.02
2020-11-05 01:40:00,1009.95,273.09,0.71,100.0,6.43,6.43,0.0,3.97,6.37,1281.58
2020-11-05 01:50:00,1009.98,272.92,0.55,100.0,6.36,6.36,0.0,3.92,6.29,1282.42
2020-11-05 02:00:00,1010.01,272.86,0.49,100.0,6.33,6.33,0.0,3.91,6.27,1282.76
2020-11-05 02:10:00,1010.03,272.81,0.44,100.0,6.3,6.3,0.0,3.89,6.24,1283.05
2020-11-05 02:20:00,1010.1,272.63,0.26,100.0,6.23,6.23,0.0,3.84,6.16,1283.98
2020-11-05 02:30:00,1010.16,272.52,0.15,100.0,6.18,6.18,0.0,3.81,6.12,1284.6
2020-11-05 02:40:00,1010.18,272.5,0.14,100.0,6.17,6.17,0.0,3.81,6.11,1284.68
2020-11-05 02:50:00,1010.29,272.61,0.26,100.0,6.22,6.22,0.0,3.84,6.16,1284.27
2020-11-05 03:00:00,1010.38,272.79,0.45,100.0,6.31,6.31,0.0,3.89,6.25,1283.43
2020-11-05 03:10:00,1010.5,272.71,0.38,100.0,6.28,6.28,0.0,3.87,6.21,1283.92
2020-11-05 03:20:00,1010.47,272.42,0.08,100.0,6.15,6.15,0.0,3.79,6.08,1285.34
2020-11-05 03:30:00,1010.34,272.12,-0.23,100.0,6.0,6.0,0.0,3.71,5.94,1286.74
2020-11-05 03:40:00,1010.36,272.02,-0.33,100.0,5.96,5.96,0.0,3.68,5.9,1287.21
2020-11-05 03:50:00,1010.37,272.14,-0.21,100.0,6.02,6.02,0.0,3.71,5.95,1286.64
2020-11-05 04:00:00,1010.5,272.16,-0.17,100.0,6.03,6.03,0.0,3.72,5.97,1286.65
2020-11-05 04:10:00,1010.56,272.02,-0.31,100.0,5.97,5.97,0.0,3.68,5.91,1287.4
2020-11-05 04:20:00,1010.65,271.96,-0.36,100.0,5.95,5.95,0.0,3.67,5.88,1287.78
2020-11-05 04:30:00,1010.7,271.83,-0.49,100.0,5.89,5.89,0.0,3.63,5.83,1288.47
2020-11-05 04:40:00,1010.75,271.72,-0.6,100.0,5.85,5.85,0.0,3.6,5.78,1289.07
2020-11-05 04:50:00,1010.76,271.65,-0.67,100.0,5.82,5.82,0.0,3.59,5.76,1289.41
2020-11-05 05:00:00,1010.9,271.54,-0.77,100.0,5.77,5.77,0.0,3.56,5.71,1290.11
2020-11-05 05:10:00,1011.03,271.6,-0.7,100.0,5.8,5.8,0.0,3.58,5.74,1289.92
2020-11-05 05:20:00,1011.1,271.46,-0.83,100.0,5.75,5.75,0.0,3.54,5.68,1290.66
2020-11-05 05:30:00,1011.12,271.4,-0.89,100.0,5.72,5.72,0.0,3.53,5.66,1290.99
2020-11-05 05:40:00,1011.1,271.36,-0.93,100.0,5.71,5.71,0.0,3.52,5.64,1291.14
2020-11-05 05:50:00,1011.1,271.4,-0.89,100.0,5.72,5.72,0.0,3.53,5.66,1290.94
2020-11-05 06:00:00,1011.1,271.28,-1.02,100.0,5.67,5.67,0.0,3.5,5.61,1291.57
2020-11-05 06:10:00,1011.22,271.23,-1.05,100.0,5.66,5.66,0.0,3.49,5.59,1291.89
2020-11-05 06:20:00,1011.26,271.26,-1.02,100.0,5.67,5.67,0.0,3.49,5.61,1291.78
2020-11-05 06:30:00,1011.34,271.21,-1.06,100.0,5.65,5.65,0.0,3.48,5.59,1292.11
2020-11-05 06:40:00,1011.42,271.12,-1.15,100.0,5.61,5.61,0.0,3.46,5.55,1292.66
2020-11-05 06:50:00,1011.46,271.06,-1.2,100.0,5.59,5.59,0.0,3.45,5.53,1292.96
2020-11-05 07:00:00,1011.54,271.01,-1.25,100.0,5.57,5.57,0.0,3.43,5.51,1293.3
2020-11-05 07:10:00,1011.64,271.03,-1.22,100.0,5.58,5.58,0.0,3.44,5.52,1293.29
2020-11-05 07:20:00,1011.67,271.09,-1.16,100.0,5.61,5.61,0.0,3.46,5.54,1293.04
2020-11-05 07:30:00,1011.74,271.15,-1.09,100.0,5.64,5.64,0.0,3.47,5.57,1292.77
2020-11-05 07:40:00,1011.8,271.26,-0.98,100.0,5.69,5.69,0.0,3.5,5.62,1292.29
2020-11-05 07:50:00,1011.8,271.35,-0.89,100.0,5.72,5.72,0.0,3.53,5.66,1291.85
2020-11-05 08:00:00,1011.89,271.32,-0.92,100.0,5.71,5.71,0.0,3.52,5.64,1292.09
2020-11-05 08:10:00,1011.97,271.33,-0.9,100.0,5.72,5.72,0.0,3.52,5.65,1292.1
2020-11-05 08:20:00,1011.94,271.4,-0.83,100.0,5.75,5.75,0.0,3.54,5.68,1291.72
2020-11-05 08:30:00,1011.93,271.45,-0.78,100.0,5.77,5.77,0.0,3.55,5.7,1291.46
2020-11-05 08:40:00,1011.96,271.37,-0.86,100.0,5.74,5.74,0.0,3.53,5.67,1291.89
2020-11-05 08:50:00,1011.94,271.44,-0.79,100.0,5.76,5.76,0.0,3.55,5.7,1291.53
2020-11-05 09:00:00,1011.94,271.5,-0.73,100.0,5.79,5.79,0.0,3.57,5.72,1291.24
2020-11-05 09:10:00,1011.98,271.65,-0.57,100.0,5.86,5.86,0.0,3.61,5.79,1290.51
2020-11-05 09:20:00,1012.05,271.76,-0.46,100.0,5.91,5.91,0.0,3.64,5.83,1290.05
2020-11-05 09:30:00,1012.17,271.84,-0.37,100.0,5.95,5.95,0.0,3.66,5.88,1289.73
2020-11-05 09:40:00,1012.26,271.94,-0.26,100.0,5.99,5.99,0.0,3.69,5.92,1289.32
2020-11-05 09:50:00,1012.25,272.1,-0.1,100.0,6.06,6.06,0.0,3.73,5.99,1288.53
2020-11-05 10:00:00,1012.21,272.62,0.41,100.0,6.29,6.29,0.0,3.88,6.22,1285.93
2020-11-05 10:10:00,1012.33,272.73,0.54,100.0,6.35,6.35,0.0,3.91,6.28,1285.46
2020-11-05 10:20:00,1012.41,273.31,1.13,100.0,6.63,6.63,0.0,4.08,6.55,1282.69
2020-11-05 10:30:00,1012.29,273.66,1.46,100.0,6.79,6.79,0.0,4.18,6.71,1280.88
2020-11-05 10:40:00,1012.22,274.22,2.03,100.0,7.07,7.07,0.0,4.36,6.99,1278.04
2020-11-05 10:50:00,1012.21,274.83,2.64,100.0,7.39,7.39,0.0,4.55,7.3,1275.05
2020-11-05 11:00:00,1012.2,275.57,3.38,100.0,7.79,7.79,0.0,4.8,7.69,1271.42
2020-11-05 11:10:00,1012.17,275.97,3.77,100.0,8.01,8.01,0.0,4.94,7.91,1269.48
2020-11-05 11:20:00,1011.97,276.69,3.95,96.3,8.42,8.11,0.31,5.0,8.01,1265.9
2020-11-05 11:30:00,1011.85,277.24,3.73,91.3,8.74,7.98,0.76,4.92,7.89,1263.38
2020-11-05 11:40:00,1011.76,277.88,3.7,87.2,9.14,7.97,1.17,4.91,7.88,1260.4
2020-11-05 11:50:00,1011.66,278.09,3.63,85.5,9.27,7.93,1.34,4.89,7.83,1259.37
2020-11-05 12:00:00,1011.54,278.49,3.8,84.2,9.53,8.02,1.51,4.95,7.93,1257.38
2020-11-05 12:10:00,1011.47,279.19,4.0,81.4,10.0,8.14,1.86,5.02,8.04,1254.12
2020-11-05 12:20:00,1011.31,279.84,4.14,78.69,10.44,8.22,2.23,5.07,8.12,1251.05
2020-11-05 12:30:00,1011.19,280.22,4.18,76.96,10.71,8.24,2.47,5.09,8.15,1249.23
2020-11-05 12:40:00,1011.1,280.54,4.32,76.06,10.95,8.32,2.62,5.14,8.23,1247.67
2020-11-05 12:50:00,1010.96,281.08,4.38,73.64,11.35,8.36,2.99,5.16,8.26,1245.14
2020-11-05 13:00:00,1010.84,281.42,4.39,72.09,11.6,8.36,3.24,5.16,8.27,1243.53
2020-11-05 13:10:00,1010.79,281.46,4.32,71.56,11.63,8.33,3.31,5.14,8.24,1243.31
2020-11-05 13:20:00,1010.77,281.76,4.27,69.9,11.86,8.29,3.57,5.12,8.2,1242.02
2020-11-05 13:30:00,1010.75,281.64,4.17,69.97,11.77,8.23,3.53,5.08,8.15,1242.55
2020-11-05 13:40:00,1010.76,281.86,4.26,69.39,11.94,8.29,3.66,5.12,8.2,1241.57
2020-11-05 13:50:00,1010.69,281.97,3.86,66.98,12.03,8.06,3.97,4.97,7.97,1241.11
2020-11-05 14:00:00,1010.64,282.24,3.81,65.53,12.25,8.03,4.22,4.96,7.94,1239.88
2020-11-05 14:10:00,1010.62,282.82,3.88,63.36,12.74,8.07,4.67,4.98,7.99,1237.3
2020-11-05 14:20:00,1010.65,283.11,3.54,60.67,12.99,7.88,5.11,4.86,7.8,1236.16
2020-11-05 14:30:00,1010.67,282.83,4.52,66.23,12.75,8.44,4.3,5.21,8.35,1237.15
2020-11-05 14:40:00,1010.57,282.27,4.33,67.86,12.27,8.33,3.94,5.14,8.24,1239.57
2020-11-05 14:50:00,1010.51,282.4,4.2,66.68,12.38,8.25,4.12,5.1,8.17,1238.96
2020-11-05 15:00:00,1010.43,282.3,4.76,69.89,12.29,8.59,3.7,5.3,8.5,1239.19
2020-11-05 15:10:00,1010.37,281.84,4.75,72.05,11.9,8.58,3.33,5.3,8.49,1241.18
2020-11-05 15:20:00,1010.3,282.04,4.75,71.11,12.06,8.58,3.49,5.3,8.49,1240.21
2020-11-05 15:30:00,1010.23,282.25,4.62,69.53,12.23,8.5,3.73,5.25,8.42,1239.29
2020-11-05 15:40:00,1010.17,282.05,4.28,68.78,12.06,8.3,3.77,5.13,8.21,1240.18
2020-11-05 15:50:00,1010.06,281.8,4.05,68.9,11.86,8.17,3.69,5.05,8.09,1241.25
2020-11-05 16:00:00,1010.02,281.37,4.07,71.06,11.51,8.18,3.33,5.05,8.1,1243.13
2020-11-05 16:10:00,1010.02,281.07,4.03,72.33,11.28,8.16,3.12,5.04,8.08,1244.46
2020-11-05 16:20:00,1009.96,280.77,3.76,72.41,11.05,8.0,3.05,4.94,7.92,1245.79
2020-11-05 16:30:00,1009.97,280.51,3.65,73.12,10.86,7.94,2.92,4.9,7.86,1246.98
2020-11-05 16:40:00,1010.05,280.29,3.65,74.25,10.69,7.94,2.75,4.9,7.86,1248.06
2020-11-05 16:50:00,1010.09,280.1,3.69,75.39,10.56,7.96,2.6,4.92,7.88,1248.94
2020-11-05 17:00:00,1010.13,279.97,3.66,75.89,10.47,7.95,2.52,4.91,7.87,1249.54
2020-11-05 17:10:00,1010.17,279.92,3.75,76.58,10.44,7.99,2.44,4.94,7.91,1249.76
2020-11-05 17:20:00,1010.21,279.87,3.93,77.85,10.4,8.1,2.3,5.0,8.02,1249.99
2020-11-05 17:30:00,1010.22,279.27,3.84,80.6,9.98,8.04,1.94,4.97,7.96,1252.71
2020-11-05 17:40:00,1010.25,278.68,3.79,83.7,9.58,8.02,1.56,4.95,7.94,1255.41
2020-11-05 17:50:00,1010.3,278.75,3.73,82.9,9.63,7.98,1.65,4.93,7.9,1255.15
2020-11-05 18:00:00,1010.29,278.67,3.59,82.5,9.58,7.9,1.68,4.88,7.82,1255.52
2020-11-05 18:10:00,1010.29,278.63,3.5,82.2,9.55,7.85,1.7,4.85,7.77,1255.72
2020-11-05 18:20:00,1010.28,278.39,3.57,84.0,9.4,7.89,1.5,4.87,7.81,1256.78
2020-11-05 18:30:00,1010.22,277.95,3.49,86.2,9.11,7.85,1.26,4.85,7.77,1258.76
2020-11-05 18:40:00,1010.21,277.68,3.31,86.7,8.94,7.75,1.19,4.78,7.67,1260.02
2020-11-05 18:50:00,1010.23,277.27,3.35,89.5,8.68,7.77,0.91,4.8,7.69,1261.9
2020-11-05 19:00:00,1010.34,277.0,3.33,91.0,8.53,7.76,0.77,4.79,7.68,1263.22
2020-11-05 19:10:00,1010.35,276.8,3.35,92.4,8.41,7.77,0.64,4.8,7.69,1264.12
2020-11-05 19:20:00,1010.42,276.79,3.42,92.9,8.4,7.81,0.6,4.82,7.73,1264.23
2020-11-05 19:30:00,1010.42,276.75,3.29,92.3,8.38,7.74,0.65,4.78,7.66,1264.43
2020-11-05 19:40:00,1010.35,276.68,3.28,92.8,8.34,7.74,0.6,4.78,7.66,1264.71
2020-11-05 19:50:00,1010.38,276.73,3.16,91.6,8.37,7.67,0.7,4.73,7.59,1264.51
2020-11-05 20:00:00,1010.44,276.5,3.01,92.1,8.24,7.59,0.65,4.68,7.51,1265.66
2020-11-05 20:10:00,1010.47,275.97,2.89,94.8,7.93,7.52,0.41,4.64,7.44,1268.16
2020-11-05 20:20:00,1010.48,275.76,2.97,96.8,7.82,7.57,0.25,4.67,7.49,1269.12
2020-11-05 20:30:00,1010.37,275.7,2.8,96.1,7.78,7.48,0.3,4.62,7.4,1269.33
2020-11-05 20:40:00,1010.4,275.69,2.75,95.8,7.77,7.45,0.33,4.6,7.37,1269.44
2020-11-05 20:50:00,1010.44,275.7,2.81,96.1,7.78,7.48,0.3,4.62,7.4,1269.39
2020-11-05 21:00:00,1010.43,275.35,2.72,97.9,7.59,7.43,0.16,4.59,7.35,1271.02
2020-11-05 21:10:00,1010.51,275.17,2.69,98.9,7.5,7.41,0.08,4.58,7.34,1271.94
2020-11-05 21:20:00,1010.54,275.02,2.61,99.4,7.42,7.38,0.04,4.55,7.3,1272.66
2020-11-05 21:30:00,1010.54,274.76,2.34,99.3,7.28,7.23,0.05,4.46,7.16,1273.92
2020-11-05 21:40:00,1010.57,274.52,2.19,99.9,7.16,7.15,0.01,4.41,7.08,1275.11
2020-11-05 21:50:00,1010.63,274.32,2.0,100.0,7.06,7.06,0.0,4.36,6.99,1276.15
2020-11-05 22:00:00,1010.68,274.23,1.92,100.0,7.02,7.02,0.0,4.33,6.94,1276.62
2020-11-05 22:10:00,1010.71,274.11,1.79,100.0,6.95,6.95,0.0,4.29,6.88,1277.26
2020-11-05 22:20:00,1010.66,274.04,1.72,100.0,6.92,6.92,0.0,4.27,6.84,1277.56
2020-11-05 22:30:00,1010.62,274.1,1.78,100.0,6.95,6.95,0.0,4.29,6.87,1277.24
2020-11-05 22:40:00,1010.51,274.14,1.81,100.0,6.96,6.96,0.0,4.3,6.89,1276.92
2020-11-05 22:50:00,1010.44,274.0,1.67,100.0,6.89,6.89,0.0,4.25,6.82,1277.53
2020-11-05 23:00:00,1010.51,273.77,1.44,100.0,6.78,6.78,0.0,4.18,6.71,1278.73
2020-11-05 23:10:00,1010.56,273.87,1.54,100.0,6.83,6.83,0.0,4.21,6.76,1278.31
2020-11-05 23:20:00,1010.56,273.73,1.41,100.0,6.76,6.76,0.0,4.17,6.69,1278.96
2020-11-05 23:30:00,1010.54,273.44,1.11,100.0,6.62,6.62,0.0,4.08,6.55,1280.41
2020-11-05 23:40:00,1010.46,273.26,0.92,100.0,6.53,6.53,0.0,4.03,6.46,1281.22
2020-11-05 23:50:00,1010.4,273.28,0.94,100.0,6.54,6.54,0.0,4.04,6.47,1281.03
2020-11-06 00:00:00,1010.34,273.17,0.83,100.0,6.49,6.49,0.0,4.0,6.42,1281.53
2020-11-06 00:10:00,1010.23,273.34,0.99,100.0,6.56,6.56,0.0,4.05,6.5,1280.6
2020-11-06 00:20:00,1010.16,273.34,0.99,100.0,6.56,6.56,0.0,4.05,6.5,1280.52
