date,wv (m/s),max. wv (m/s),wd (deg),rain (mm),raining (s),SWDR (W/m�),PAR (�mol/m�/s),max. PAR (�mol/m�/s),Tlog (degC),OT
2020-09-19 18:10:00,2.4,3.36,29.53,0.0,0.0,5.89,23.86,30.62,33.01,401.7
2020-09-19 20:10:00,0.7,1.98,1.92,0.0,0.0,0.0,0.0,0.0,27.89,408.7
2020-09-19 22:10:00,0.36,0.59,165.8,0.0,0.0,0.0,0.0,0.0,24.83,428.3
2020-09-20 00:10:00,0.81,1.3,51.94,0.0,0.0,0.0,0.0,0.0,21.88,437.1
2020-09-20 02:10:00,0.38,0.71,123.6,0.0,0.0,0.0,0.0,0.0,19.7,439.6
2020-09-20 04:10:00,0.42,0.78,171.7,0.0,0.0,0.0,0.0,0.0,18.05,456.6
2020-09-20 06:10:00,0.23,0.55,32.22,0.0,0.0,6.67,20.5,28.6,16.72,462.3
2020-09-20 08:10:00,0.55,0.95,117.1,0.0,0.0,281.9,539.53,563.35,20.19,459.3
2020-09-20 10:10:00,1.76,2.97,33.23,0.0,0.0,539.47,1036.78,1053.81,27.52,427.0
2020-09-20 12:10:00,1.85,3.43,32.59,0.0,0.0,632.3,1236.12,1240.65,29.89,411.5
2020-09-20 14:10:00,2.4,4.45,63.26,0.0,0.0,535.21,1047.96,1060.69,33.75,403.9
2020-09-20 16:10:00,3.89,6.16,61.33,0.0,0.0,280.26,548.21,569.64,36.0,398.9
2020-09-20 18:10:00,2.47,4.38,40.25,0.0,0.0,6.13,23.04,31.46,32.9,404.3
2020-09-20 20:10:00,1.61,2.64,15.02,0.0,0.0,0.0,0.0,0.0,28.4,408.8
2020-09-20 22:10:00,1.54,2.15,329.4,0.0,0.0,0.0,0.0,0.0,25.83,409.8
2020-09-21 00:10:00,0.35,0.58,61.39,0.0,0.0,0.0,0.0,0.0,24.05,434.3
2020-09-21 02:10:00,0.93,1.64,207.9,0.0,0.0,0.0,0.0,0.0,21.4,431.5
2020-09-21 04:10:00,0.42,0.82,137.6,0.0,0.0,0.0,0.0,0.0,19.68,461.2
2020-09-21 06:10:00,0.76,1.07,218.4,0.0,0.0,6.17,18.94,26.52,18.35,466.9
2020-09-21 08:10:00,0.77,1.46,160.3,0.0,0.0,264.02,508.23,533.39,21.31,466.6
2020-09-21 10:10:00,1.07,2.12,43.43,0.0,0.0,517.26,1009.72,1023.22,28.7,436.2
2020-09-21 12:10:00,1.58,2.36,207.7,0.0,0.0,612.36,1206.55,1208.8,33.16,409.9
2020-09-21 14:10:00,1.5,2.51,60.39,0.0,0.0,507.35,999.06,1013.3,37.28,404.1
2020-09-21 16:10:00,0.98,1.71,84.3,0.0,0.0,248.52,491.7,514.99,39.34,401.4
2020-09-21 18:10:00,0.56,1.06,190.8,0.0,0.0,5.08,19.97,27.8,35.8,405.1
2020-09-21 20:10:00,0.22,0.57,39.17,0.0,0.0,0.0,0.0,0.0,30.3,429.6
2020-09-21 22:10:00,0.68,1.39,147.1,0.0,0.0,0.0,0.0,0.0,26.61,430.6
2020-09-22 00:10:00,1.17,1.82,201.9,0.0,0.0,0.0,0.0,0.0,24.14,455.2
2020-09-22 02:10:00,1.22,2.43,157.5,0.0,0.0,0.0,0.0,0.0,22.34,449.0
2020-09-22 04:10:00,0.84,1.83,181.0,0.0,0.0,0.0,0.0,0.0,21.02,467.9
2020-09-22 06:10:00,0.71,1.66,188.9,0.0,0.0,5.69,16.23,22.84,19.98,473.7
2020-09-22 08:10:00,0.75,1.4,196.3,0.0,0.0,239.69,456.54,477.43,22.65,468.0
2020-09-22 10:10:00,1.28,2.18,131.2,0.0,0.0,476.56,927.1,954.35,30.01,434.5
2020-09-22 12:10:00,2.78,4.34,157.7,0.0,0.0,588.56,1159.03,1173.27,35.01,401.3
2020-09-22 14:10:00,3.82,5.89,197.4,0.0,0.0,461.51,894.43,1026.4,38.19,398.9
2020-09-22 16:10:00,3.46,5.07,176.5,0.0,0.0,252.66,488.15,506.23,39.07,399.5
2020-09-22 18:10:00,2.02,2.79,236.3,0.0,0.0,3.67,15.89,22.05,36.31,402.6
2020-09-22 20:10:00,0.52,1.05,165.8,0.0,0.0,0.0,0.0,0.0,32.04,416.9
2020-09-22 22:10:00,1.68,2.41,192.9,0.0,0.0,0.0,0.0,0.0,29.35,430.8
2020-09-23 00:10:00,1.02,1.55,173.8,0.0,0.0,0.0,0.0,0.0,27.07,435.9
2020-09-23 02:10:00,0.6,1.08,214.6,0.0,0.0,0.0,0.0,0.0,25.29,451.4
2020-09-23 04:10:00,1.17,2.96,154.9,0.0,0.0,0.0,0.0,0.0,24.07,465.9
2020-09-23 06:10:00,1.1,1.42,200.4,0.0,0.0,2.23,8.78,13.15,23.44,484.3
2020-09-23 08:10:00,0.7,1.99,180.6,0.0,0.0,64.21,145.17,168.47,24.0,477.3
2020-09-23 10:10:00,0.52,1.21,170.0,0.0,0.0,245.57,505.48,532.59,26.98,465.2
2020-09-23 12:10:00,1.44,2.24,139.8,0.0,0.0,122.91,264.2,321.31,31.92,430.9
2020-09-23 14:10:00,0.82,1.47,78.89,0.0,0.0,286.79,576.92,1028.8,34.81,411.6
2020-09-23 16:10:00,4.18,6.73,218.2,0.0,0.0,284.58,544.65,601.83,37.17,409.3
2020-09-23 18:10:00,2.17,2.86,226.8,0.0,0.0,0.38,9.62,14.65,34.69,412.4
2020-09-23 20:10:00,3.12,3.9,223.9,0.0,0.0,0.0,0.0,0.0,29.96,414.5
2020-09-23 22:10:00,2.19,2.87,229.5,0.0,0.0,0.0,0.0,0.0,27.69,417.3
2020-09-24 00:10:00,0.61,1.13,71.24,0.0,0.0,0.0,0.0,0.0,25.59,439.3
2020-09-24 02:10:00,2.12,3.42,201.1,0.0,0.0,0.0,0.0,0.0,24.67,432.1
2020-09-24 04:10:00,2.38,3.7,178.6,0.0,0.0,0.0,0.0,0.0,23.99,438.1
2020-09-24 06:10:00,2.69,3.89,180.5,0.0,0.0,2.35,6.92,8.93,24.06,427.6
2020-09-24 08:10:00,2.22,3.4,185.3,0.0,0.0,164.68,341.45,529.42,25.81,427.2
2020-09-24 10:10:00,4.47,7.4,218.3,0.0,0.0,482.23,912.98,1151.75,30.58,413.6
2020-09-24 12:10:00,2.97,5.7,255.7,0.0,0.0,484.39,942.59,1194.71,32.12,408.4
2020-09-24 14:10:00,7.88,10.87,213.4,0.0,0.0,375.83,733.45,784.25,31.97,404.2
2020-09-24 16:10:00,5.55,7.93,216.4,0.0,0.0,161.39,319.65,342.35,31.46,403.7
2020-09-24 18:10:00,2.91,3.89,185.5,0.0,0.0,0.1,7.78,11.34,30.56,406.2
2020-09-24 20:10:00,1.39,2.05,202.7,0.0,0.0,0.0,0.0,0.0,28.35,413.5
2020-09-24 22:10:00,0.94,2.05,213.4,0.0,0.0,0.0,0.0,0.0,26.71,417.1
2020-09-25 00:10:00,3.8,5.81,267.8,2.0,600.0,0.0,0.0,0.0,26.25,416.0
2020-09-25 02:10:00,0.57,1.03,359.8,1.5,600.0,0.0,0.0,0.0,23.76,417.5
2020-09-25 04:10:00,0.79,1.82,161.1,0.0,0.0,0.0,0.0,0.0,23.27,426.9
2020-09-25 06:10:00,1.1,1.64,222.6,0.0,0.0,0.39,1.38,1.73,23.3,427.6
2020-09-25 08:10:00,0.47,1.27,249.1,0.0,0.0,86.74,183.38,191.41,23.43,418.3
2020-09-25 10:10:00,2.71,5.25,253.6,0.0,0.0,195.51,404.92,476.29,24.42,405.9
2020-09-25 12:10:00,3.47,6.03,239.3,0.0,0.0,347.86,696.4,798.74,26.11,405.0
2020-09-25 14:10:00,2.56,5.08,248.3,0.0,0.0,270.48,549.43,738.47,27.94,401.4
2020-09-25 16:10:00,2.18,4.89,239.3,0.0,0.0,88.04,179.64,220.38,26.54,402.4
2020-09-25 18:10:00,3.56,5.32,211.2,0.0,0.0,0.22,3.21,5.51,23.81,407.7
2020-09-25 20:10:00,2.26,4.06,227.7,0.0,70.0,0.0,0.0,0.0,22.04,412.6
2020-09-25 22:10:00,1.41,2.24,155.7,0.0,0.0,0.0,0.0,0.0,20.62,416.6
2020-09-26 00:10:00,0.81,1.38,210.1,0.0,0.0,0.0,0.0,0.0,20.32,424.3
2020-09-26 02:10:00,1.66,2.46,145.6,0.0,0.0,0.0,0.0,0.0,19.89,424.9
2020-09-26 04:10:00,0.75,1.04,220.9,0.3,600.0,0.0,0.0,0.0,19.84,430.5
2020-09-26 06:10:00,0.48,0.79,226.6,0.1,10.0,0.48,2.66,3.77,19.28,433.9
2020-09-26 08:10:00,0.72,0.94,224.5,0.0,0.0,52.6,115.07,127.03,19.45,435.3
2020-09-26 10:10:00,0.43,0.85,75.29,0.2,600.0,63.06,150.49,153.15,20.23,424.9
2020-09-26 12:10:00,1.68,2.49,257.7,0.4,600.0,82.4,197.28,199.46,20.18,411.5
2020-09-26 14:10:00,0.72,1.53,251.3,0.7,600.0,33.71,84.75,93.16,20.14,409.6
2020-09-26 16:10:00,1.18,1.73,245.6,0.9,560.0,14.98,38.17,44.29,19.27,408.8
2020-09-26 18:10:00,0.69,1.36,211.3,1.2,600.0,0.0,0.0,0.0,18.38,410.0
2020-09-26 20:10:00,1.81,2.38,242.7,0.0,0.0,0.0,0.0,0.0,17.52,411.5
2020-09-26 22:10:00,1.67,2.83,210.7,0.0,290.0,0.0,0.0,0.0,16.97,415.3
2020-09-27 00:10:00,1.44,2.06,190.9,0.0,0.0,0.0,0.0,0.0,16.57,421.7
2020-09-27 02:10:00,0.98,2.07,168.6,0.0,0.0,0.0,0.0,0.0,16.06,423.9
2020-09-27 04:10:00,0.56,1.41,206.2,0.0,0.0,0.0,0.0,0.0,15.68,425.6
2020-09-27 06:10:00,1.15,1.55,198.8,0.0,0.0,1.08,5.25,7.95,15.04,431.4
2020-09-27 08:10:00,0.74,1.27,37.17,0.0,0.0,124.76,253.14,269.65,15.9,439.1
2020-09-27 10:10:00,0.84,1.27,56.14,0.0,0.0,182.6,369.66,474.65,20.82,424.9
2020-09-27 12:10:00,4.28,7.37,208.0,0.0,0.0,341.14,700.54,802.72,23.01,406.6
2020-09-27 14:10:00,2.2,3.89,199.7,0.0,0.0,117.78,240.92,294.03,23.45,404.5
2020-09-27 16:10:00,2.07,3.02,178.8,0.0,0.0,81.69,169.05,227.26,23.72,402.8
2020-09-27 18:10:00,0.7,1.02,221.7,0.0,0.0,0.0,2.31,3.45,23.37,405.0
2020-09-27 20:10:00,1.52,2.07,231.2,0.0,0.0,0.0,0.0,0.0,21.29,415.5
2020-09-27 22:10:00,1.18,2.01,202.9,0.0,0.0,0.0,0.0,0.0,19.22,422.8
2020-09-28 00:10:00,0.41,0.76,95.8,0.0,0.0,0.0,0.0,0.0,18.46,427.7
2020-09-28 02:10:00,0.95,1.53,224.3,0.0,0.0,0.0,0.0,0.0,17.65,444.1
2020-09-28 04:10:00,1.59,2.37,221.9,0.0,0.0,0.13,0.0,0.0,17.44,444.5
2020-09-28 06:10:00,1.35,2.06,213.8,0.0,0.0,1.82,3.81,6.28,17.02,449.3
2020-09-28 08:10:00,2.14,3.52,180.8,0.0,0.0,107.24,213.55,239.4,17.36,445.1
2020-09-28 10:10:00,1.39,2.04,153.6,0.0,0.0,519.76,989.92,1065.81,19.49,432.6
2020-09-28 12:10:00,1.72,3.28,175.0,0.0,0.0,609.93,1189.71,1208.22,26.45,410.3
2020-09-28 14:10:00,0.74,1.52,326.3,0.0,0.0,167.21,339.94,351.98,29.7,402.0
2020-09-28 16:10:00,1.27,1.96,36.99,0.0,0.0,147.86,312.06,570.61,27.74,403.5
2020-09-28 18:10:00,0.19,0.4,21.31,0.0,0.0,0.0,4.84,8.4,26.96,406.6
2020-09-28 20:10:00,0.81,2.85,267.4,0.0,0.0,0.0,0.0,0.0,24.09,420.7
2020-09-28 22:10:00,0.9,1.45,209.1,0.0,0.0,0.0,0.0,0.0,22.83,431.9
2020-09-29 00:10:00,0.95,1.3,204.1,0.0,0.0,0.0,0.0,0.0,21.68,442.0
2020-09-29 02:10:00,0.88,1.45,194.2,0.0,0.0,0.0,0.0,0.0,21.18,450.4
2020-09-29 04:10:00,1.66,2.27,221.6,0.0,0.0,0.0,0.0,0.0,19.6,443.3
2020-09-29 06:10:00,1.66,2.26,217.0,0.0,0.0,0.0,5.36,8.69,17.97,443.0
2020-09-29 08:10:00,1.07,1.77,155.3,0.0,0.0,234.9,456.8,479.45,20.23,457.8
2020-09-29 10:10:00,1.21,1.77,194.1,0.0,0.0,485.88,948.7,967.71,26.77,440.5
2020-09-29 12:10:00,1.38,2.37,139.3,0.0,0.0,587.99,1149.37,1168.52,29.82,412.9
2020-09-29 14:10:00,0.97,1.43,257.8,0.0,0.0,181.56,386.04,755.0,31.92,402.4
2020-09-29 16:10:00,2.11,3.53,291.0,0.0,0.0,251.5,487.45,566.06,31.66,403.8
2020-09-29 18:10:00,0.93,1.99,247.8,0.0,0.0,0.0,2.09,3.93,28.76,411.7
2020-09-29 20:10:00,0.65,1.06,93.0,0.0,0.0,0.0,0.0,0.0,25.39,425.0
2020-09-29 22:10:00,1.27,1.67,238.0,0.0,0.0,0.0,0.0,0.0,22.19,432.3
2020-09-30 00:10:00,0.57,1.27,171.2,0.0,0.0,0.0,0.0,0.0,20.1,450.3
2020-09-30 02:10:00,1.05,1.37,203.8,0.0,0.0,0.0,0.0,0.0,18.62,455.3
2020-09-30 04:10:00,0.5,0.96,214.4,0.0,0.0,0.0,0.0,0.0,17.88,469.9
2020-09-30 06:10:00,1.13,1.83,198.7,0.0,0.0,0.81,1.89,3.18,18.3,469.5
2020-09-30 08:10:00,0.89,1.61,210.6,0.0,0.0,55.53,117.34,125.95,19.8,467.0
2020-09-30 10:10:00,0.77,1.52,174.2,0.0,0.0,269.66,549.77,561.71,22.72,451.2
2020-09-30 12:10:00,0.55,1.08,45.27,0.0,0.0,156.3,329.97,352.76,26.35,440.4
2020-09-30 14:10:00,1.04,1.92,354.4,0.0,0.0,247.93,510.32,676.12,27.85,429.2
2020-09-30 16:10:00,1.67,2.85,8.53,0.0,0.0,226.48,451.53,481.8,31.21,418.8
2020-09-30 18:10:00,2.01,2.78,9.97,0.0,0.0,0.0,2.14,4.03,28.68,423.7
2020-09-30 20:10:00,0.53,0.79,226.7,0.0,0.0,0.0,0.0,0.0,24.02,439.0
2020-09-30 22:10:00,0.55,0.71,56.5,0.0,0.0,0.0,0.0,0.0,21.37,453.7
2020-10-01 00:10:00,1.03,1.35,203.1,0.0,0.0,0.0,0.0,0.0,20.48,468.5
2020-10-01 02:10:00,0.81,1.23,214.7,0.0,0.0,0.0,0.0,0.0,19.76,475.6
2020-10-01 04:10:00,1.67,2.56,202.1,0.0,0.0,0.27,0.0,0.0,19.66,465.7
2020-10-01 06:10:00,1.53,2.02,215.0,0.0,0.0,0.85,1.34,2.43,19.27,468.7
2020-10-01 08:10:00,1.76,2.52,162.2,0.0,0.0,84.89,172.43,188.98,19.3,470.2
2020-10-01 10:10:00,0.9,1.61,167.7,0.0,0.0,484.66,938.21,946.8,21.37,458.0
2020-10-01 12:10:00,1.78,3.09,198.9,0.0,0.0,572.53,1115.52,1138.74,28.02,430.0
2020-10-01 14:10:00,2.97,4.65,160.2,0.0,0.0,398.26,782.67,883.88,32.24,407.8
2020-10-01 16:10:00,2.4,3.02,195.7,0.0,0.0,171.78,341.02,376.37,32.34,403.5
2020-10-01 18:10:00,2.39,2.73,237.9,0.0,0.0,0.0,0.0,1.9,28.92,412.1
2020-10-01 20:10:00,0.96,1.61,214.6,0.0,0.0,0.0,0.0,0.0,25.97,428.3
2020-10-01 22:10:00,1.21,2.15,183.8,0.0,0.0,0.0,0.0,0.0,24.55,433.5
2020-10-02 00:10:00,0.63,1.52,119.8,0.0,0.0,0.0,0.0,0.0,24.31,447.4
2020-10-02 02:10:00,2.0,2.4,259.2,0.0,0.0,0.0,0.0,0.0,23.88,420.9
2020-10-02 04:10:00,2.38,3.33,233.2,0.0,0.0,0.0,0.0,0.0,22.26,432.7
2020-10-02 06:10:00,0.41,0.86,90.1,0.0,0.0,0.0,2.12,3.97,21.11,452.9
2020-10-02 08:10:00,0.5,0.79,77.59,0.0,0.0,94.03,197.26,205.18,21.24,489.9
2020-10-02 10:10:00,1.49,2.41,193.0,0.0,0.0,438.15,866.33,921.92,25.96,447.7
2020-10-02 12:10:00,3.38,6.15,74.68,0.0,0.0,544.77,1066.95,1095.7,30.68,412.5
2020-10-02 14:10:00,4.0,6.09,106.1,0.0,0.0,311.44,631.66,937.15,32.79,407.5
2020-10-02 16:10:00,3.06,5.79,85.7,0.0,0.0,168.56,336.39,388.15,32.54,405.4
2020-10-02 18:10:00,3.4,5.3,92.7,0.0,0.0,0.0,0.0,1.88,29.51,414.4
2020-10-02 20:10:00,3.81,5.09,41.44,0.0,0.0,0.0,0.0,0.0,26.18,417.7
2020-10-02 22:10:00,2.98,4.66,41.1,0.0,0.0,0.0,0.0,0.0,24.29,418.5
2020-10-03 00:10:00,3.88,5.17,39.57,0.0,0.0,0.0,0.0,0.0,23.47,423.6
2020-10-03 02:10:00,3.35,4.38,30.67,0.0,0.0,0.0,0.0,0.0,22.55,428.4
2020-10-03 04:10:00,0.86,1.35,41.8,0.0,0.0,0.0,0.0,0.0,22.12,438.6
2020-10-03 06:10:00,1.13,2.17,355.1,0.0,0.0,0.41,2.74,5.69,21.52,442.0
2020-10-03 08:10:00,2.21,3.26,34.73,0.0,0.0,104.2,209.98,234.64,21.84,445.9
2020-10-03 10:10:00,2.47,3.71,53.58,0.0,0.0,458.93,902.22,1013.71,24.66,434.2
2020-10-03 12:10:00,1.42,2.43,62.72,0.0,0.0,346.52,703.42,740.96,28.96,421.6
2020-10-03 14:10:00,0.9,2.31,161.7,0.0,0.0,211.09,436.25,476.94,31.56,415.1
2020-10-03 16:10:00,7.84,11.38,221.8,0.0,0.0,56.99,118.73,135.99,31.51,426.3
2020-10-03 18:10:00,2.39,3.48,187.3,0.0,0.0,0.0,0.0,1.08,26.56,424.1
2020-10-03 20:10:00,3.08,4.06,179.5,0.0,0.0,0.0,0.0,0.0,24.08,419.0
2020-10-03 22:10:00,4.68,6.31,217.1,0.0,0.0,0.0,0.0,0.0,21.52,416.4
2020-10-04 00:10:00,1.14,2.44,162.2,0.0,0.0,0.0,0.0,0.0,19.97,424.8
2020-10-04 02:10:00,1.88,2.71,221.2,0.0,0.0,0.0,0.0,0.0,18.8,428.9
2020-10-04 04:10:00,1.89,2.83,204.1,0.0,0.0,0.0,0.0,0.0,17.86,431.9
2020-10-04 06:10:00,1.44,2.56,194.4,0.0,0.0,0.0,1.47,2.59,17.25,449.4
2020-10-04 08:10:00,1.33,1.95,186.8,0.0,0.0,207.34,421.61,444.47,18.78,433.1
2020-10-04 10:10:00,7.78,11.92,214.9,0.0,0.0,353.6,689.44,1141.23,25.31,408.9
2020-10-04 12:10:00,6.31,8.88,207.1,0.0,0.0,545.09,1043.93,1371.89,24.77,409.2
2020-10-04 14:10:00,7.42,10.18,207.8,0.0,0.0,474.66,913.89,933.36,26.06,405.5
2020-10-04 16:10:00,3.86,5.65,195.6,0.0,0.0,204.64,395.7,419.52,27.05,405.1
2020-10-04 18:10:00,2.41,3.15,223.3,0.0,0.0,0.0,0.0,1.18,25.68,407.5
2020-10-04 20:10:00,1.53,2.59,201.8,0.0,0.0,0.0,0.0,0.0,22.52,411.8
2020-10-04 22:10:00,1.45,2.13,161.4,0.0,0.0,0.0,0.0,0.0,20.87,422.3
2020-10-05 00:10:00,0.79,1.6,182.0,0.0,0.0,0.0,0.0,0.0,19.5,440.2
2020-10-05 02:10:00,0.56,1.17,190.6,0.0,0.0,0.0,0.0,0.0,18.77,439.2
2020-10-05 04:10:00,0.49,0.9,85.8,0.0,0.0,0.0,0.0,0.0,18.34,465.4
2020-10-05 06:10:00,1.67,2.24,209.0,0.0,0.0,0.0,0.0,0.0,18.45,457.8
2020-10-05 08:10:00,0.57,1.09,160.4,0.0,0.0,52.03,111.25,124.99,18.87,459.8
2020-10-05 10:10:00,1.11,1.88,112.4,0.0,210.0,112.95,237.53,256.6,20.18,453.0
2020-10-05 12:10:00,6.13,9.41,210.6,0.0,0.0,551.4,1050.08,1390.21,23.74,409.9
2020-10-05 14:10:00,4.61,7.46,225.2,0.0,0.0,279.29,548.94,1103.36,26.31,407.6
2020-10-05 16:10:00,2.36,3.25,195.2,0.0,0.0,76.98,160.82,197.82,25.17,410.7
2020-10-05 18:10:00,2.62,3.14,196.0,0.0,0.0,0.0,0.0,0.0,24.26,411.4
2020-10-05 20:10:00,2.11,2.97,199.9,0.0,0.0,0.0,0.0,0.0,23.15,412.5
2020-10-05 22:10:00,5.43,8.12,211.1,0.0,0.0,0.0,0.0,0.0,21.99,411.1
2020-10-06 00:10:00,4.27,6.8,189.3,0.0,0.0,0.0,0.0,0.0,21.33,414.5
2020-10-06 02:10:00,4.04,6.93,198.1,0.0,0.0,0.0,0.0,0.0,20.91,415.4
2020-10-06 04:10:00,3.85,5.27,185.0,0.0,0.0,0.0,0.0,0.0,20.91,415.7
2020-10-06 06:10:00,3.33,4.51,186.8,0.0,450.0,0.0,0.0,0.0,20.81,418.7
2020-10-06 08:10:00,4.61,6.43,203.7,0.0,160.0,29.65,66.62,70.34,20.91,419.7
2020-10-06 10:10:00,8.42,12.84,212.8,0.0,0.0,418.57,785.29,965.04,22.22,410.5
2020-10-06 12:10:00,7.57,10.75,207.9,0.0,0.0,227.23,463.22,529.42,24.5,409.4
2020-10-06 14:10:00,4.86,6.97,200.5,0.0,0.0,106.22,225.86,325.87,24.47,408.6
2020-10-06 16:10:00,6.4,9.74,194.6,0.0,0.0,93.89,190.85,197.79,23.93,407.7
2020-10-06 18:10:00,4.18,5.47,193.6,0.0,0.0,0.0,0.0,0.0,22.65,412.4
2020-10-06 20:10:00,3.14,4.44,187.2,0.0,0.0,0.0,0.0,0.0,22.18,415.3
2020-10-06 22:10:00,3.74,6.08,198.1,0.0,0.0,0.0,0.0,0.0,21.75,416.9
2020-10-07 00:10:00,2.65,3.46,215.3,0.0,0.0,0.0,0.0,0.0,21.31,421.2
2020-10-07 02:10:00,4.67,6.62,207.6,0.0,0.0,0.0,0.0,0.0,20.69,418.8
2020-10-07 04:10:00,2.57,3.2,215.9,0.0,0.0,0.0,0.0,0.0,20.57,420.3
2020-10-07 06:10:00,1.93,2.39,200.9,0.0,0.0,0.0,0.0,0.0,20.58,423.8
2020-10-07 08:10:00,2.36,3.45,177.1,0.0,0.0,47.22,99.07,128.92,21.18,423.7
2020-10-07 10:10:00,4.75,7.06,207.8,0.0,0.0,199.72,401.53,738.48,24.18,411.1
2020-10-07 12:10:00,4.59,7.68,209.5,0.0,0.0,155.4,313.53,501.51,24.5,410.8
2020-10-07 14:10:00,3.19,6.06,248.3,0.0,0.0,421.59,823.19,1112.14,24.42,410.5
2020-10-07 16:10:00,1.45,2.73,220.7,0.0,0.0,107.03,215.31,383.98,25.03,410.0
2020-10-07 18:10:00,1.27,2.64,248.0,0.0,0.0,0.0,0.0,0.0,24.2,414.2
2020-10-07 20:10:00,1.05,2.56,53.88,0.0,0.0,0.0,0.0,0.0,22.5,416.8
2020-10-07 22:10:00,1.23,2.4,246.1,0.0,0.0,0.0,0.0,0.0,21.54,418.2
2020-10-08 00:10:00,0.63,1.76,266.1,0.0,0.0,0.0,0.0,0.0,21.28,419.9
2020-10-08 02:10:00,1.65,2.62,246.0,0.0,0.0,0.0,0.0,0.0,20.74,420.2
2020-10-08 04:10:00,1.52,2.2,219.1,0.0,0.0,0.0,0.0,0.0,19.3,423.3
2020-10-08 06:10:00,1.85,2.46,235.2,0.0,0.0,0.0,0.0,1.57,18.31,422.6
2020-10-08 08:10:00,2.53,3.83,173.8,0.0,0.0,161.71,320.36,456.24,19.97,430.9
2020-10-08 10:10:00,4.81,7.14,215.3,0.0,0.0,262.2,530.45,606.97,22.89,411.3
2020-10-08 12:10:00,3.9,5.42,201.9,0.0,0.0,129.53,279.86,439.02,23.88,409.9
2020-10-08 14:10:00,9.48,14.35,212.3,0.0,0.0,152.56,314.81,391.49,24.27,408.9
2020-10-08 16:10:00,7.27,11.8,211.3,0.0,0.0,135.16,266.26,353.81,23.78,410.1
2020-10-08 18:10:00,5.39,8.68,208.9,0.0,0.0,0.0,0.0,0.0,23.5,412.9
2020-10-08 20:10:00,5.79,8.23,200.3,0.0,0.0,0.0,0.0,0.0,23.57,413.9
2020-10-08 22:10:00,3.73,6.28,211.4,0.0,0.0,0.0,0.0,0.0,23.47,414.7
2020-10-09 00:10:00,5.27,7.86,208.7,0.0,0.0,0.0,0.0,0.0,23.44,416.7
2020-10-09 02:10:00,6.24,9.25,218.0,0.0,0.0,0.0,0.0,0.0,23.46,416.4
2020-10-09 04:10:00,3.1,6.09,219.7,0.0,0.0,0.0,0.0,0.0,23.53,417.9
2020-10-09 06:10:00,1.04,2.37,318.6,0.2,600.0,0.0,0.0,0.0,23.03,418.9
2020-10-09 08:10:00,0.72,1.04,215.1,0.0,0.0,74.22,158.48,179.34,22.5,417.2
2020-10-09 10:10:00,1.12,1.58,204.1,0.2,600.0,115.01,255.9,276.37,23.08,413.3
2020-10-09 12:10:00,1.09,1.57,329.8,0.0,0.0,74.69,167.1,178.95,24.31,408.9
2020-10-09 14:10:00,1.08,1.84,141.8,0.0,0.0,235.67,496.65,640.23,24.03,410.9
2020-10-09 16:10:00,1.52,2.27,188.7,0.1,500.0,22.26,49.91,70.73,24.38,414.8
2020-10-09 18:10:00,1.25,1.64,199.8,0.3,600.0,0.0,0.0,0.0,23.21,421.1
2020-10-09 20:10:00,1.03,1.74,176.5,0.0,0.0,0.4,0.0,0.0,22.94,422.6
2020-10-09 22:10:00,2.82,3.61,218.8,0.0,0.0,0.0,0.0,0.0,22.63,421.7
2020-10-10 00:10:00,1.13,1.92,194.4,0.0,300.0,0.0,0.0,0.0,21.88,420.1
2020-10-10 02:10:00,0.87,1.8,190.5,0.0,0.0,0.0,0.0,0.0,21.53,429.1
2020-10-10 04:10:00,0.41,0.86,27.41,0.0,0.0,0.0,0.0,0.0,21.51,432.6
2020-10-10 06:10:00,1.22,2.34,256.7,0.0,0.0,0.0,0.0,0.0,21.1,423.2
2020-10-10 08:10:00,0.59,1.2,164.5,0.0,0.0,101.97,209.59,235.16,20.42,423.6
2020-10-10 10:10:00,2.25,3.94,245.9,0.0,40.0,52.07,123.02,150.15,20.74,411.9
2020-10-10 12:10:00,1.74,4.14,262.8,0.0,0.0,220.84,449.55,458.12,21.12,410.6
2020-10-10 14:10:00,1.56,3.88,244.2,0.0,0.0,232.3,465.13,478.67,22.47,407.9
2020-10-10 16:10:00,1.92,3.21,198.5,0.0,0.0,182.67,340.4,357.91,23.65,410.5
2020-10-10 18:10:00,1.76,2.43,245.9,0.0,0.0,0.0,0.0,0.0,22.33,412.6
2020-10-10 20:10:00,1.09,2.27,208.4,0.0,0.0,0.0,0.0,0.0,18.48,423.0
2020-10-10 22:10:00,1.73,3.14,211.1,0.0,0.0,0.0,0.0,0.0,16.21,434.1
2020-10-11 00:10:00,0.55,1.43,130.5,0.0,0.0,0.0,0.0,0.0,14.84,441.0
2020-10-11 02:10:00,1.01,2.17,120.0,0.0,0.0,0.0,0.0,0.0,13.84,444.8
2020-10-11 04:10:00,0.99,2.38,196.3,0.0,40.0,0.0,0.0,0.0,13.5,441.1
2020-10-11 06:10:00,1.67,2.86,183.5,0.0,100.0,0.0,0.0,0.0,12.83,443.2
2020-10-11 08:10:00,1.15,2.31,174.6,0.0,0.0,154.03,292.26,365.62,14.4,434.1
2020-10-11 10:10:00,1.74,2.99,227.3,0.0,0.0,264.44,523.18,623.08,18.39,413.5
